Book,ASIN,Section,Location,Highlight,Note
読書について (光文社古典新訳文庫),B015F4CCQA,,409,ほとんどいつの時代も、芸術や文学では、根本的に誤った見解やいんちきな手法・流儀が流行し、称賛されることがある。月並みな脳みその持ち主は、これを習得し、用いようと懸命になる。識者はこれを見抜き、はねつけ、流行などに左右されない。数年たつと一般読者も嗅ぎつけ、愚行の正体に気づいて、こんどはあざ笑う。できの悪い石膏細工で飾られた壁から装飾がはげ落ちるように、小細工に走る作品は称賛の的だった粉飾がはげ落ちると、その後ずっと 無残 な姿をさらすことになる。 だから、長くひそかに影響をおよぼしていた根本的 謬見 が決然と声高にはっきり表明されても、怒らず、むしろ喜びなさい。ほどなく誤りであることが感知され、ついには公然と表明されるだろう。それは 膿瘍 がパックリ口を開けるのと同じだ。,
読書について (光文社古典新訳文庫),B015F4CCQA,,477,ドイツではようやく言論出版の自由が手に入ったかと思うと、たちまち破廉恥きわまりないほど濫用されている。だが、少なくとも匿名・偽名をすべて禁じて、この濫用に歯止めをかけるべきだ。印刷という広範囲におよぶメガフォンによって公衆に呼びかける者はすべて、少なくとも名誉心をもつ者なら、名誉にかけて責任をとるべきだし、 名誉心のかけらもない 輩 すなわち匿名・偽名による発言は、無効にすべきだ。名を明かして執筆する者を匿名で攻撃するとは、恥知らずだ。匿名批評家は他人や他人の仕事について公表したり隠し立てをしたりするくせに、自分で責任をとろうとせず、名乗り出ない者だ。こんなことを我慢せよというのか。匿名批評家がつく真っ赤な噓ほど、あつかましい噓はない。なにしろ無責任だ。あらゆる匿名批評は欺瞞をめざしている。だから警察は、覆面をしたまま往来を歩くのを許さないように、匿名で書くのを見のがすべきではない。,
読書について (光文社古典新訳文庫),B015F4CCQA,,"1,577",読書するとは、自分でものを考えずに、代わりに他人に考えてもらうことだ。他人の心の運びをなぞっているだけだ。それは生徒が習字のときに、先生が鉛筆で書いてくれたお手本を、あとからペンでなぞるようなものだ。したがって読書していると、ものを考える活動は大部分、棚上げされる。自分の頭で考える営みをはなれて、読書にうつると、ほっとするのはそのためだ。だが読書しているとき、私たちの頭は他人の思想が駆けめぐる運動場にすぎない。,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,66,特徴表現学習（＊注,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,308,映画『トランセンデンス』,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,312,映画『ｈｅｒ／世界でひとつの彼女』は、人工知能に恋する男性が主人公だ。,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,315,には、「人工知能の父」と呼ばれるアラン・チューリング氏の数奇な生涯を描いた映画『イミテーションゲーム／エニグマと天才数学者の,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,781,モンテカルロ,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,"1,026",単純な１つの文を訳すだけでも、一般常識がなければうまく訳せない。ここに機械翻訳の難しさがある。一般常識をコンピュータが扱うためには、人間が持っている書ききれないくらい膨大な知識を扱う必要があり、きわめて困難である。コンピュータが知識を獲得することの難しさを、人工知能の分野では「知識獲得のボトルネック」という。,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,"1,206",最近 傍 法（Nearest neighbor）というのは、線を引くというよりももっと素朴な方法で、文字通り「一番近い隣を使う」ということだ。,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,"1,212",ナイーブベイズ法（Naive Bayes）は、確率に関する有名な定理である「ベイズの定理」を使って分ける方法で、データの特徴ごとにどのカテゴリに当てはめるのかを足し合わせていく。,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,"1,229",決定 木 は、ある属性がある値に入っているかどうかで線引きをする。「,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,"1,239",サポートベクターマシン（Support Vector Machine）は、ここ 15 年くらい流行っていた方法で、マージン（余白）を最大にするように分ける。白と黒の点を分けたいのであれば、白から見ても黒から見ても、,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,"1,246",ニューラルネットワーク（Neural network）は、これまでの手法と少し異なっている。いままでの方法が、純粋に機械学習の分けるという「機能」をエレガントな方法で実現しようとしているのに対し、ニューラルネットワークは、人間の脳神経回路をまねすることによって分けようというものである。 人間の脳はニューロン（神経細胞）,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,"1,255",シグモイド関数,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,"1,262",申し訳ありませんが、この形式のコンテンツは表示できません。,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,"1,348",機械学習の精度を上げるのは、「どんな特徴量を入れるか」にかかっているのに、それは人間が頭を使って考えるしかなかった。これが「特徴量設計」で、機械学習の最大の関門だった。,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,"1,372",いままで人工知能が実現しなかったのは、「世界からどの特徴に注目して情報を取り出すべきか」に関して、人間の手を借りなければならなかったからだ。,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,"1,389",そして、「決められた状況での知識」を使うだけではなく、状況に合わせ、目的に合わせて、適切な記号をコンピュータ自らがつくり出し、それを使った知識を自ら獲得し、活用することができる。これまで人工知能がさまざまな問題に直面していたのは、概念（シニフィエ）を自ら獲得することができなかったからだ。,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,"1,631",世の中の「相関する事象」の相関をあらかじめとらえておくことによって、現実的な問題の学習は早くなる。なぜなら、相関があるということは、その背景に何らかの現実の構造が隠れているはずだからである。,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,"1,670",ディープラーニングでは、このように「ちょっと違ったかもしれない過去」のデータをたくさんつくり、それを使って学習することで、「絶対に間違いではない」特徴量を見つけ出す。そして、「絶対に間違いではない」特徴量であるがゆえに、その特徴量を使った高次の特徴量も見つけることができるのである。,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,"1,701",画像認識の精度が上がらなかったのは、頑健性を高めるためにいじめ抜くという作業の重要性（専門的に言うと、正則化のための新しい方法）に気づいていなかったため、そして、そもそもマシンパワーが不足してできなかったためである。,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,"2,019",シンギュラリティというのは、人工知能が自分の能力を超える人工知能を自ら生み出せるようになる時点を指す。,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,"2,193",また、こういう言い方をすると相手は喜ぶといったように、感情をコントロールするような対応ができるようになる。受付やコールセンター業務も人工知能が行うことが可能になるのかもしれない。,
人工知能は人間を超えるか (角川ＥＰＵＢ選書),B00UAAK07S,,"2,231",いい音楽」から特徴量を学習し、それをまねして、組み合わせて新しい音楽をつくる。,
銀河ヒッチハイク・ガイド 銀河ヒッチハイクガイドシリーズ (河出文庫),B00N0XOP4G,,"3,096",本書によれば「生命、宇宙、その他もろもろ」の究極の答えは四十二である。なぜ四十二なのか、これについては「エジプトの『死者の書』に出てくる神の数と同じ」とか「ルイス・キャロルの『アリス』に出てくる規則の番号と同じ」とかいろいろ言われているようだが、ダグラス・アダムス本人は一貫して、「まったく意味のない数字として選んだ」と語っている。,
銀河ヒッチハイク・ガイド 銀河ヒッチハイクガイドシリーズ (河出文庫),B00N0XOP4G,,"3,104",──人生の意味や深遠な真理を求めて賢者や聖人に話を聞きに行き、聞いた答えにがっかりするという小話のたぐいは昔からいろいろある。その手のジョークを考えてみて、とりあえず究極の答えは数字にしようと思った。ごくありふれた答えなのに、まったく意味がわからないという意味で面白いと思ったからだ。しかし、三や七には神秘的な力があるとか言って、人は数字になにかと意味を付与したがるものだ。そんな意味ありげな数字を選ぶと面白さがそがれてしまうから、まったくなんの意味もない平凡な数字を選ばなくてはならない。,
煙か土か食い物 (講談社文庫),B00AJCM41C,,"1,871",生きてても虚しいわ。どんな偉いもんになってもどんなたくさんお金儲けても、人間死んだら煙か土か食い物や。火に焼かれて煙になるか、地に埋められて土んなるか、下手したらケモノに食べられてまうんやで」。,
銃・病原菌・鉄　上巻,B00DNMG8Q2,,517,ヨーロッパ人は、これらの要因の因果の連鎖のおかげでアメリカ先住民の社会を征服することができた。それらの直接の要因とは、スペイン人がヨーロッパから持ち込んだ病原菌であり、馬や文字や政治機構であり、技術（とくに船と武器）であった。,
インターネットは自由を奪う　〈無料〉という落とし穴 (早川書房),B0753H17VR,,499,コンピューターについて、ノーバート・ウィーナーはたんなる微分方程式の計算機にとどまらないと考え、ヴァニヴァー・ブッシュは情報整理の効率化に役立つに違いないと信じた。そしてリックライダーは、その「思考する機械」を、何よりもまず通信デバイスとしてとらえた。人間とコンピューターとで労働を分配すれば、時間を節約し、民主制を洗練し、意思決定を改善できると彼は主張した。,
日本語は「空気」が決める～社会言語学入門～ (光文社新書),B00DGNXDNY,,696,方言札は、木の板や厚紙でできた札で、学校で方言を口にした生徒は、先生からその札を首にかけられ、それをずっと 提げておかなくてはなりません。 そして、つぎに方言を話した生徒を見つけて、その生徒をたたいて「アガー（痛い）」と言わせ、方言札を渡すのがルールです。鬼ごっこのような遊び感覚でできるものですが、それが弱い者いじめや友人関係をこじらせる原因にもつながったと見られ、子どもたちのアイデンティティ形成に及ぼす影響は、はかりしれません。,
日本語は「空気」が決める～社会言語学入門～ (光文社新書),B00DGNXDNY,,"2,390",言語学者は言語の使用実態を重視しますので、言葉の乱れという見方は採りません。私自身、接続詞の本を書いたとき、「～。なので……」という表現に強い違和感を覚えるという読者の方に共感を求められ、「言語学者は、一般に言葉の乱れを認めないものなのです。」とお茶を 濁した経験があります。,
日本語は「空気」が決める～社会言語学入門～ (光文社新書),B00DGNXDNY,,"2,524",むしろ、気づかない新語は、気づかれにくいぶん、飽きられることもなく、使われつづけるのだろうと思います。,
小説家の作り方 (メディアワークス文庫),B00HEB91H6,,"1,064",「作品の中にルールを作る。読者もそのルールを理解する。するとルールに 則っている間は先の展開が予測しやすくなるので、非常に読みやすくなります。逆にルールからわざと逸脱すれば、読者の感情を動かし、サプライズを与える事ができる。時計の振り子を想像してみて下さい。左に振れる。次は右に振れる。少し眺めていればそれだけでルールが完成します。〝左の次は右、右の次は左〟。読者は次の動きが予想できますから、とても読みやすい。あとは振り子の動きを少しずつ、少しずつ大きくしていく。そうして読みやすさを保ったままで大きな流れに引き込むんです」,
持たない幸福論 働きたくない、家族を作らない、お金に縛られない (幻冬舎文庫),B0746CPDJB,,90,生きるのが苦しくなったときは、世間の価値観や周りの意見にとらわれずに「自分が何が好きか」という感覚をしっかり持つことが大事だ。「自分はこれが好きだ、これをしているときが幸せだ」というものをはっきり持てば充実感を味わえるし、同じような趣味や価値観を持つ仲間もできるし、人との繫がりができればそれが社会の中の居場所として自分を支えてくれる。,
持たない幸福論 働きたくない、家族を作らない、お金に縛られない (幻冬舎文庫),B0746CPDJB,,157,働くことや稼ぐことにとらわれすぎても良くないけど、逆に働かないことに固執しすぎるのも良くないだろう。ニートでふらふらしている状態も一時的ならいいものだけど、ずっとそこから抜け出せなくなるとつらい。多分理想的なのは、会社員を数十年間ずっと続けるのでもなくニートを数十年間ずっと続けるのでもなく、その中間くらいで流動的に、状況に合わせてあっちに行ったりこっちに来たりできるような感じだ。,
持たない幸福論 働きたくない、家族を作らない、お金に縛られない (幻冬舎文庫),B0746CPDJB,,176,本というのは「自分がぼんやりと気づきかけていることをはっきりと言葉にして教えてくれるもの」だ。本を読んで知識を得ることで、頭の中が整理されたり、考え方の選択肢を増やすことができたり、自分の周りの世界で当たり前とされていることを相対化して見ることができるようになったりする。本を読むことで僕は生きるのが楽になった。,
持たない幸福論 働きたくない、家族を作らない、お金に縛られない (幻冬舎文庫),B0746CPDJB,,414,決まっている予定をそのまま守るなんてロボットでもできることだ。だから、人間は予定を覆すために生きてる、とか言ってしまってもいいんじゃないだろうか。ただまあドタキャンは人に迷惑をかけることがあるので、キャンセルしてもあまり他人に迷惑をかけない範囲でやるのが良いけれど。,
持たない幸福論 働きたくない、家族を作らない、お金に縛られない (幻冬舎文庫),B0746CPDJB,,794,結局、昔あったという「家族の絆」なんてものは、「お金持ち以外は家の中で大人しくしていなさい」というのと「女性は家の中で大人しくしていなさい」というのに支えられていただけで、そんなにいいものでもなかったように思う。それよりは、お金はなくても（お金がないからこそ）家族以外にいろんな繫がりを求めるようになった今の状況のほうが健全なんじゃないだろうか。,
持たない幸福論 働きたくない、家族を作らない、お金に縛られない (幻冬舎文庫),B0746CPDJB,,"1,469",そこまで生活や人間性を犠牲にしない範囲で、普段の生活のちょっとした延長くらいのペースで、新しい商売とか新しい企画を始めやすくなったらもっと社会は面白くなるはずだ。そういうのをやりやすい場所が世界にもっと増えればいいなと思う。,
かくて行動経済学は生まれり (文春e-book),B073VCKX8B,,811,ダニエルは世界には目に見えない優しい力があるという考えを、まだ捨てることができないでいた。「わたしは両親と同じ 蚊帳 の中で寝ていた。両親は大きなベッド、わたしは小さなベッドだ。わたしは九歳だった。そして神に祈った。こんな祈りの言葉を唱えたんだ。神様、あなたがとても忙しいことや、いまが厳しい時代だということはわかっています。多くは望みません。ただもう一日、生きながらえさせてください、と」,
かくて行動経済学は生まれり (文春e-book),B073VCKX8B,,"1,607",エイモスは哲学と心理学を選んだ。しかし彼は知的生活に対しても、油田でも掘削するかのように、戦略的に考えていた。そして二年間、哲学の授業に出て、哲学の油田はもう干上がっていると明言した。 「彼の言葉はよく覚えている」とアムノン。「彼は『哲学でぼくらができることはもうない。プラトンが多くの問題を解決しすぎたんだ。この分野では大きな仕事はできない。頭のいい連中がたくさん集まっているのに、もうほとんど問題は残っていないし、答えの出ない問題ばかりだ』と言っていた」。心,
時間の言語学　──メタファーから読みとく (ちくま新書),B06XPSRSF7,,189,勉強は基礎が大切 右の勉強は、具体的で身体的な場面を離れた概念なのに気づくだろうか。勉強は……と言いかけて、適切な文字通りのことばが見当たらない。そこで建築の領域から表現を借りてくる。これを支えるのは 似ている という感覚である。メタファーは類似性をベースとする。,
時間の言語学　──メタファーから読みとく (ちくま新書),B06XPSRSF7,,206,本来客観的な記述を好む辞書の記述が、こと時間に限れば、 すべて メタファーに頼っているという点である。,
時間の言語学　──メタファーから読みとく (ちくま新書),B06XPSRSF7,,312,この間の人間ドラマと辞書にかける二人の情熱のほとばしりは、武藤康史の『明解物語』（三省堂） と佐々木健一の『辞書になった男 ケンボー先生と山田先生』（文藝春秋） に詳しい。いずれも渾身のドキュメントである。,
時間の言語学　──メタファーから読みとく (ちくま新書),B06XPSRSF7,,395,人がある点にとどまって時間の流れを 観察する 状況を表す。時間は未来からやって来て過去に過ぎ去る。たとえばもうすぐ夏休みがやって来ると言う。来るという表現は話者に近づくことを意味する。行くはその反対だ。逝くと行くが同音であるのも興味深い。逆に新しい命は生まれいずる、生まれてくるものと認識される。「知らず、生まれ死ぬる人、いづかたより来たりて、いづかたへか去る」（『方丈記』） も同じ見方を共有する。,
時間の言語学　──メタファーから読みとく (ちくま新書),B06XPSRSF7,,464,英語の《動く時間》は過去が前で未来が後ろ。《動く自己》は未来が前で過去が後ろ。言語的な証拠はほかにもあるが、基本的な見方は英語と日本語とで共通することがわかる。,
時間の言語学　──メタファーから読みとく (ちくま新書),B06XPSRSF7,,937,時間はある種の円環であり、それは天体の（見かけ上の）円運動に明白だ。人にとってもっともわかりやすい見方ではないか。あらゆる事象は巡り巡ってまた元に戻ってくる。この周期を表すギリシア語ペリオドスは英語のperiod（期間） に受け継がれ、そのギリシア語の中心的な語義は「ぐるっと一巡すること」である。このような円環的な時間把握はヘレニズム文化の特色でもある。,
時間の言語学　──メタファーから読みとく (ちくま新書),B06XPSRSF7,,"1,068",メタファーの素材（起点領域の表現） として頭と首は体の上半身に属す。しかも命と直結する重要な部分である。その頭と首が他の身体部位に適用される。,
公式テキスト2017年版（第8版）対応 ウェブ解析士認定試験 対策問題集,B01N2Y94DJ,,"1,031",インストールしておく必要がある。 (4) 一般的なウェブビーコン方式の場合、非SSL,
公式テキスト2017年版（第8版）対応 ウェブ解析士認定試験 対策問題集,B01N2Y94DJ,,"1,064",ているため、個人を特定できることはない。,
公式テキスト2017年版（第8版）対応 ウェブ解析士認定試験 対策問題集,B01N2Y94DJ,,"1,769",抑えて集客したい場合、キーワードB,
公式テキスト2017年版（第8版）対応 ウェブ解析士認定試験 対策問題集,B01N2Y94DJ,,"2,056",ことをオススメします。,
君主論〈新訳〉 (中公文庫BIBLIO),B00I7PNS6S,,85,新君主国では、民衆は以前よりよくなると信じて、すすんで為政者を変えたがるものであり、この信念で、武器を手にして為政者に立ち向かってくる。もっとも民衆は思い違いをしているのであって、やがて経験して初めて、従来にもまして悪くなったと学ぶわけだ。,
君主論〈新訳〉 (中公文庫BIBLIO),B00I7PNS6S,,143,民衆というものは頭を撫でるか、 消して しまうか、そのどちらかにしなければならない。というのは、人はささいな侮辱には復讐しようとするが、大いなる侮辱にたいしては報復しえないのである。したがって、人に危害を加えるときは、復讐のおそれがないように、やらなければならない。,
君主論〈新訳〉 (中公文庫BIBLIO),B00I7PNS6S,,"1,194",そこで、どちらか一つを捨ててやっていくとすれば、愛されるより恐れられるほうが、はるかに安全である。というのは、一般に人間についてこういえるからである。そもそも人間は、恩知らずで、むら気で、猫かぶりの偽善者で、身の危険をふりはらおうとし、欲得には目がないものだと。 そのため、あなたが恩恵をほどこして,
君主論〈新訳〉 (中公文庫BIBLIO),B00I7PNS6S,,"2,013",マキアヴェリの生き生きした民衆的表現。,
完全教祖マニュアル (ちくま新書),B01IT5TZBM,,48,実際問題としては、組織の主たる層は一般人ですし、そして、一般人は哲学など毛ほどの興味もありません。このことはしかと胸に刻んでおいて下さい。浄土教のナムアミダブツなど一般人は悪霊退散の呪文程度にしか思ってませんし、毎日神棚に手を合わせていても 天岩戸 も知らなかったりします。,
完全教祖マニュアル (ちくま新書),B01IT5TZBM,,48,ヒトラーも『我が闘争』でこのように言っています。「どのようなプロパガンダも大衆にあわさねばならず、その知的水準は獲得すべき大衆の最低水準の人々が受け入れられるようにあわさねばならない」,
完全教祖マニュアル (ちくま新書),B01IT5TZBM,,51,あなたの宗教が理論的に考えて葬式や墓参りをする必要がなくても、一般人はそんなこと絶対気にしないのであまり考えなくて構いません。そもそも仏教だって本当は墓も葬式も 戒名 も要らないのですから。,
完全教祖マニュアル (ちくま新書),B01IT5TZBM,,53,中国仏教は儒教の影響を受けて、本来の仏教にはなかった「先祖崇拝」というニュアンスが加わりました。次に、その儒教的価値観で捉えられた仏教が日本に伝わり、日本人が仏教と儒教を混同した結果、現在のよく分からない日本仏教の祖先崇拝があるわけです。,
完全教祖マニュアル (ちくま新書),B01IT5TZBM,,74,そもそも、「世界のあらゆる現象は全て説明できるはず」などと考える方がおこがましい気がしませんか？ 「全部分かるはず」と思うから、分からないことに出会うと怖くなるのであって、「たまには分からんこともある」と思えば、それだけのことではないでしょうか。私たちが「全部分かるはず」と思ってしまうのは、科学に対する信仰ではないかと筆者は考えています。,
完全教祖マニュアル (ちくま新書),B01IT5TZBM,,83,あなたも「一回コレをやればハイ救済。後は好きにしていいよ」というものではなく、教団への永続的なコミットメントを要求するような、そういった類の救済を与えるようにしましょう。,
完全教祖マニュアル (ちくま新書),B01IT5TZBM,,92,つまり、差別化というのは「世俗の○○」を「聖なる○○」へと変えることなのです。,
完全教祖マニュアル (ちくま新書),B01IT5TZBM,,130,禅で言うならば、悟りに至るまでに積み重ねてきた修行、また、悟りという脳内現象の後に変化した人生観。これらがその人の中でどのような意味を持ち、その人をハッピーにできるかどうかが重要なのです。そこらへんのおっさんが「オレは神を見た！」と言い出したら狂人でしょう。ですが、おっさんが修道士や神父なら彼は聖人になれるかもしれません。「現象」は同じであっても、「現象の持つ意味」まで同じとは限らないのです。「悟り」自体はいざとなればドラッグでもなんとかなるものかもしれません。ですが、「悟り」という現象をどれほど素晴らしいものにできるかは、教祖であるあなたの双肩に掛かっているのです。,
読書の旅　愛書家に捧ぐ (講談社文庫),B00UUQ44DI,,"2,439",志賀直哉の短編に『宿かりの死』というのがある。短編というよりは掌編ともいうべき小品で、ほんの一、二分で読み終えてしまうくらいの作品なのであるが、私はこの宿かりこそ、浪漫的読書人の姿ではないかと思う。,
読書の旅　愛書家に捧ぐ (講談社文庫),B00UUQ44DI,,"2,466",聖書は少なくとも二通り以上に解釈しなければならないのだそうである。とくにユダヤのラビたちは、聖書の文章を四通りに解釈するのだという。まず逐語的な意味を、第二に暗示的な意味を、第三は研究によって 演繹 される意味を、そして第四に比喩的な意味を探求するのである。,
創作の極意と掟,B00J4G0QE6,,81,凄味のある小説を書く作家として筆者がまず思い浮かべるのは色川武大である。この人は本人そのものに凄味があったのだが、これは直接つきあった者でないとわかるまい。色川武大は別に阿佐田哲也のペンネームで「麻雀放浪記」などのギャンブル小説を書いているが、特にギャンブル小説ではなくてもその作品すべてには凄味があり、純文学系統の作品であってもギャンブル小説に似た凄味を持っている。,
創作の極意と掟,B00J4G0QE6,,400,小説作法本に小説の出だしはどうあるべきかなどと書かれていれば、これはもう無視した方がよい。考慮されるべきはあくまで、「その小説の出だしはどう書けばよいか」である筈だ。ひとつひとつの作品にはその作品に最も 相応しい出だしがあるのだから。それを考えることこそが個個の作家の作業なのである。,
創作の極意と掟,B00J4G0QE6,,569,ハイデガー「存在と時間」の異常な迫力を指摘する人は多いが、そのためかある哲学者などは二十世紀最大と言われているこの書物をエンターテインメントだと断言しているので小生 吃驚 したことがある。たしかに「恐怖」について述べた部分など、そう言われてもしかたがないほどの面白さであり、特に現存在＝人間のありように迫る後半などはど迫力である。,
創作の極意と掟,B00J4G0QE6,,597,しかしながら、書きたいこと、書くべきことがあるからといって、それを全部書けばいいというものではない。うまく書けない時には、特にそれが新人ならば、自分のことを書くのがいちばんいいという小説作法がある。それはそれで正しいとしても、いざ自分のことを書きはじめると「あれも書きたい、これも書かねばならぬ」とばかり、えんえんと自分の精神内容や周囲の状況などを非文学的に書き連ねる人がいる。書きかたにもよるが概ねこういうものは読者にとってはなはだ迷惑である。読者のことをまったく考えないで迫力というものは生まれない。,
創作の極意と掟,B00J4G0QE6,,642,名誉欲、虚栄、金銭欲、色好み、世間体、嫉妬心、好奇心、美食、アルコール依存など数えあげていけばきりがないが、自分の中のそんな恥ずかしいことを書かねばならない,
創作の極意と掟,B00J4G0QE6,,648,死を魅力的に書いているというので哲学の中でも評判のいいその部分こそが最も迫力あるくだりであることからもわかるように、主人公または作家が対決しなければならない最大のものが死であり、最大の迫力を生むのが死である。このテーマで書かれた小説は数多いが、手近なところでは星新一の「殉教」がある。,
創作の極意と掟,B00J4G0QE6,,671,よほどの着想でない限り、あまりおかしな展開にはしない方がよかろうと思う。つまり小説のよき展開として「序破急」や「起承転結」以外の技法はないのだ、と考えておいた方がよい。,
創作の極意と掟,B00J4G0QE6,,732,創作において、手抜きの一手段に会話が使われるのは悲しむべきことだ。主にエンタメ系の作家に多いのだが、描写や展開が面倒なのですべて会話で片づけようとするなどのことである。多いのは、面倒なので省略してしまった部分を「実はこんなことがあって」などと会話でもって補塡しようというものだ。,
創作の極意と掟,B00J4G0QE6,,748,作者の主張や見解を述べたい時、ふたりの人物を登場させて議論させることがある。この時、二人の人物が共に作者の代弁者であってはならない。,
創作の極意と掟,B00J4G0QE6,,769,会話が凄いのは夏目漱石「明暗」であろうか。,
創作の極意と掟,B00J4G0QE6,,806,会話体の極北ともいえるこの作品に、作家志望者ならぜひ一度は挑戦してほしいものである。あの村上春樹もこのプイグを、「リタ・ヘイワースの背信」におけるハリウッド映画の 科白 と同質の形而上的な言語感覚に共感したと言っております。,
創作の極意と掟,B00J4G0QE6,,809,新人ならともかく、年季の入ったプロの作家でも語尾に悩むことがある。例えば「であった」「である」「なのだ」「なのだった」「た」「だ」などのどれにしようかと悩み、語尾を書いては消し書いては消す。そのうちにわけがわからなくなり、その語尾を使うことにはそもそもどんな意味があるのか判断ができなくなってしまうというものである。これはどんな作家でも大いに悩んだ方がいい。悩んだ末に悟りの境地があります。,
創作の極意と掟,B00J4G0QE6,,831,前後の文の語尾と何回もの重複をくり返してさえいなければ、これはもうどれでもよいのだと判断するしかない。そしてこれは、語尾の変化に対する小生の結論でもある。,
創作の極意と掟,B00J4G0QE6,,932,書くべきだが、「実験」は書くことが多いので省略に関してのみここに書く。小説を読み、なぜ主人公が食事している場面をすべて省略するのか、なぜ主人公が家庭と職場を往復する出勤退勤の描写がないのか、なぜ主人公が排泄している描写がないのか、なぜ主人公が寝ている時間を省略するのか、小説内に流れる時間というものを考えた時、通常は考えることもないこんな疑問が次つぎに浮かびあがってくる。,
創作の極意と掟,B00J4G0QE6,,"1,297",作品全体が現代社会や現代世界を異化するものとしてマジック・リアリズムによる異化がある。そしてさらに、寓話による異化というものがある。寓話というのはスウィフトの「ガリバー旅行記」や、オーウェルの「動物農場」など、風刺的な、または教訓的な物語として書かれたもので、これも異化のひとつの技法だ。,
創作の極意と掟,B00J4G0QE6,,"1,371",アルコール類と睡眠剤の併用はやめた方がよい。星新一はこれがきっかけで倒れ、以後寝たきりになってしまった。,
創作の極意と掟,B00J4G0QE6,,"1,399",体験したい作家はオランダへ行ってください。,
創作の極意と掟,B00J4G0QE6,,"1,569",星新一の「声の網」は四十年も前に書かれた長篇だが、電話の未来というよりはむしろコンピューター・ネットワークを予言していることに驚かされる。,
創作の極意と掟,B00J4G0QE6,,"1,645",今ではもう、ケータイよりも進んだスマートフォンの時代になっているらしいのだが、こうなってくると小生の手にあまるからもはや考察のしようがありません。,
創作の極意と掟,B00J4G0QE6,,"2,836",ジャック・リヴェット監督の「セリーヌとジュリーは舟でゆく」という三時間に及ぶ大作では、ヒロイン二人が何度も繰り返しある一軒の館を訪れる。そこを訪れるのにはある手続きが必要で、二人は特殊な飴を舐めることによって空想とも夢とも現実ともつかぬその館に入っていく。二人が行くたびに館の住人は前回と同じ言動を繰り返している。,
小松左京短編集　大森望セレクション (角川文庫),B01IOFNZFO,,"1,259",──もぐりの人夫なんてこんなものだ。 彼等の大部分は俺同様失権者、つまり政府株をもたない連中だった。政府が株式会社組織の営利事業になって以来、政府株、すなわち行政株式会社の株を十株以上もたないものは一切の公民権──実は一切の人権を 剝奪 されるのだ。政府は物価操作一つで、この安い労働力をうんと作り出す事もできた──こんな常識的な事を知らなかった俺は、馬鹿と言われてもしかたがない。もっともはじめから知らなかったのか、知ってて忘れたのか、その点はっきりしなかったが。,
know,B00FJ1DWH8,,275,「人は知るべきだ」 先生の言葉を反芻する。あの時僕は、どれくらい知るべきですか、と聞いた。 「知れるだけだよ」 道 終・常 イチ先生はそう答えた。,
know,B00FJ1DWH8,,427,「高度情報化が進めば、扱う情報の量も、精度も、速度も闇雲に増えていく。それは今だってそうだ。我々はこれからもより多くの情報を集め続けるしかないし、より深く知り続けるしかない」 先生はとても幸せそうな顔をしながら。 「幸不幸とは関係なく、だ」 その表情と真逆の事を言っていた。,
know,B00FJ1DWH8,,"3,098",「〈物質の自己組織化〉《生きる》と〈情報の自己組織化〉《知る》は、私達人間存在の本質的な欲求です。生きたい。知りたい。人間とは、そういうものなんですよ」,
言壺,B00GJMUQJ8,,"1,127",人は、人を殺したり傷つけたり売買してはならない、のだから。なぜいけないかといえば、人はすでに自己が自分だけのものではなく、社会に支配されているからだ。なんでもできるという、自分自身は自分のものだという感覚は、幻想なのだ。自殺することさえすんなりとはいかない。いかに強力な幻想に支配されて生きているかという証だ。そんな幻想はおかしいのではないかと我に返り、真剣にその幻想から抜け出そうとすれば、それは病気だとして治療される。そうでなければ社会が崩壊するのは間違いないからだ。治療するか、隔離するか、排除するしかないのだ。,
